order_id,customer_id,order_date,total_amount,payment_method,shipping_country
3105495,1409953,2022-10-26,3698.5,PayPal,Lesotho
3105838,283790,2022-04-22,0.0,Cash,Svalbard & Jan Mayen Islands
3106237,1343287,2023-08-24,805.98,Cash,Guatemala
3106542,557932,2024-11-11,1081.88,Cash,Brunei Darussalam
3106548,419571,2021-12-31,2971.1,PayPal,Sweden
3106730,1487580,2024-07-21,2182.01,PayPal,Guadeloupe
3107030,1950791,2022-04-30,4972.28,Credit Card,Greece
3108671,1591061,2025-01-29,250.1,Cash,Denmark
3109335,1680736,2023-01-06,6651.55,PayPal,Faroe Islands
3109377,394618,2022-02-21,927.88,PayPal,Mozambique
3110078,1587181,2022-01-06,0.0,Cash,Svalbard & Jan Mayen Islands
3110510,425441,2022-10-21,1807.18,PayPal,Mauritania
3110723,388616,2024-04-16,2212.04,Credit Card,Iran
3110948,1496765,2024-07-11,1734.68,Credit Card,Ethiopia
3111059,1088823,2023-10-13,910.84,Cash,Ghana
3111227,489544,2022-05-23,2237.02,PayPal,Malaysia
3112012,1102015,2025-07-11,2242.2,Credit Card,Chile
3112097,1671117,2025-03-22,1987.58,PayPal,Burkina Faso
3112438,914644,2022-12-24,435.66,Bank Transfer,Suriname
3113609,790387,2022-08-19,2887.08,Bank Transfer,Croatia
3113804,922312,2024-01-28,2775.49,Credit Card,Norway
3113997,27046,2022-10-19,1069.52,Bank Transfer,Western Sahara
3114888,1587288,2021-09-03,3327.58,Cash,Vanuatu
3114919,98923,2025-06-03,2741.37,Bank Transfer,Solomon Islands
3115107,1564513,2022-06-20,1474.11,Credit Card,Nauru
3115712,124484,2024-03-15,390.32,PayPal,Uganda
3116490,1596144,2021-11-27,2925.33,PayPal,Puerto Rico
3116522,437556,2021-09-09,2721.63,Cash,Equatorial Guinea
3117751,1651758,2023-01-26,1257.43,Credit Card,Serbia
3118315,1584822,2022-09-13,1269.91,Credit Card,Uruguay
3118727,1540709,2022-08-07,0.0,Cash,Namibia
3118821,1375776,2022-09-06,133.32,Cash,Antarctica (the territory South of 60 deg S)
3118917,1901549,2024-06-14,0.0,PayPal,Tokelau
3120651,205295,2022-01-17,679.29,PayPal,Mali
3120880,1179206,2025-08-19,1797.2,Cash,Paraguay
3120906,221999,2022-12-13,586.52,Credit Card,Sweden
3121519,1247782,2024-10-29,1027.8,Cash,Austria
3122215,683052,2025-06-02,962.02,Bank Transfer,Germany
3122429,239227,2022-11-26,2693.26,Credit Card,Albania
3122497,1923823,2025-04-27,1101.78,Credit Card,Peru
3123008,1814880,2024-04-25,854.65,Credit Card,American Samoa
3123159,1788503,2021-12-14,0.0,PayPal,Lithuania
3123208,97374,2022-11-28,2298.19,PayPal,Micronesia
3123247,91314,2025-02-19,3208.07,Credit Card,Vietnam
3123543,1047961,2024-09-15,4064.78,Cash,Puerto Rico
3123584,558803,2025-04-20,331.38,PayPal,Angola
3123608,1388441,2024-08-31,3169.13,Bank Transfer,Nauru
3123788,405053,2024-10-19,906.78,Cash,Cyprus
3124516,1352583,2022-08-17,1144.95,Cash,Cayman Islands
3125080,1252709,2022-08-26,2159.44,Bank Transfer,Saint Kitts and Nevis
3125082,1247880,2023-10-23,1235.86,Cash,Argentina
3125099,81038,2023-06-03,435.1,PayPal,Afghanistan
3125122,114848,2022-05-31,557.3,PayPal,Sweden
3125222,292645,2024-12-30,1124.15,PayPal,French Guiana
3125544,941623,2023-10-03,0.0,Bank Transfer,Pitcairn Islands
3126620,1329167,2024-07-05,1264.81,Bank Transfer,Congo
3127328,1232567,2025-07-22,2809.18,Bank Transfer,Netherlands Antilles
3127427,256500,2024-05-21,3282.14,Credit Card,Pakistan
3127586,794300,2023-09-23,1102.1,Credit Card,Tuvalu
3130518,1952641,2025-02-15,1955.05,Bank Transfer,Uruguay
3132037,1259941,2021-10-10,1957.13,Credit Card,Saint Pierre and Miquelon
3133046,533839,2022-08-29,1027.15,Cash,Guyana
3133266,1722924,2022-07-01,602.35,Cash,Niger
3133597,1745566,2022-10-03,3065.09,Credit Card,Peru
3134660,399555,2022-10-14,4051.14,Cash,Dominican Republic
3134723,1792709,2025-04-09,336.86,PayPal,Uganda
3134799,64137,2023-01-04,1386.18,Credit Card,Bahamas
3135649,1891881,2022-10-24,0.0,PayPal,Uganda
3135672,396527,2024-03-13,367.85,Credit Card,Swaziland
3136274,874137,2025-01-22,2180.65,Bank Transfer,Czech Republic
3136812,779898,2022-11-20,2968.15,Bank Transfer,Andorra
3137601,1000363,2023-05-31,164.37,Cash,Denmark
3137719,1997361,2023-01-15,95.08,Credit Card,Tokelau
3137725,1234699,2023-08-08,2271.63,Bank Transfer,Ghana
3138084,1832206,2023-07-18,635.82,PayPal,United States Virgin Islands
3138921,831800,2025-02-09,1867.01,Credit Card,Botswana
3139430,504905,2022-12-31,1016.85,Credit Card,United States Minor Outlying Islands
3140385,1664691,2025-03-10,434.06,PayPal,Italy
3140404,64805,2022-10-28,1466.05,Bank Transfer,Chile
3140440,1196898,2022-12-06,50.37,Bank Transfer,Finland
3140910,768042,2025-04-28,273.63,Credit Card,South Georgia and the South Sandwich Islands
3141720,1411448,2025-03-31,544.62,Bank Transfer,Namibia
3142770,931841,2024-05-13,0.0,PayPal,Taiwan
3143186,881085,2023-02-26,5516.11,Bank Transfer,Niger
3143973,1384252,2022-10-23,252.22,Cash,Lao People's Democratic Republic
3144090,669144,2024-11-29,2895.91,Bank Transfer,Germany
3144186,1338786,2021-11-19,3783.53,Credit Card,Afghanistan
3144356,672730,2023-06-12,1001.77,Credit Card,Oman
3144906,85546,2025-03-14,505.86,Credit Card,Gibraltar
3146912,1493315,2025-08-28,663.55,PayPal,Ecuador
3147059,1384580,2022-11-23,265.26,Bank Transfer,Qatar
3147283,1381891,2024-12-14,3870.73,PayPal,Mayotte
3147341,1611010,2025-01-03,1943.48,Bank Transfer,France
3147697,1112937,2022-03-29,0.0,Cash,France
3148249,863162,2023-03-22,1171.04,Credit Card,Korea
3148923,1316861,2021-11-28,923.95,Credit Card,Sao Tome and Principe
3148993,113349,2022-09-14,2762.25,Credit Card,Palau
3149021,11511,2021-10-14,2760.19,PayPal,Indonesia
3149392,1500870,2023-11-22,2169.72,PayPal,Mauritius
3149537,653484,2025-05-24,2751.37,Cash,Uruguay
3150133,885513,2024-06-01,0.0,Credit Card,Mayotte
3151520,511061,2024-11-21,2881.7,Cash,French Polynesia
3152250,586657,2023-02-17,4510.08,Credit Card,Heard Island and McDonald Islands
3152470,690934,2023-09-19,663.04,PayPal,Liechtenstein
3152619,564732,2023-05-17,477.49,Cash,Gambia
3152877,1462471,2025-05-03,2223.52,Bank Transfer,Ghana
3152944,862155,2023-11-07,361.68,Credit Card,Canada
3153201,1817917,2022-05-16,3750.71,PayPal,Guyana
3153532,990127,2022-02-12,1160.52,PayPal,French Polynesia
3154071,161849,2024-10-12,2959.88,Cash,Kyrgyz Republic
3156638,1892913,2023-07-08,1770.84,Credit Card,Tokelau
3157101,679298,2025-01-05,4138.24,Credit Card,Antigua and Barbuda
3157172,560908,2025-08-22,2097.45,PayPal,Gambia
3157440,954119,2022-04-22,4558.96,PayPal,American Samoa
3157627,217237,2022-08-05,895.28,Cash,Saint Martin
3157812,1257052,2024-12-25,1677.58,PayPal,Cuba
3157842,1715623,2021-12-11,3701.1,Credit Card,Anguilla
3157913,855486,2025-03-25,0.0,PayPal,Tunisia
3158137,1938222,2025-02-14,3844.49,Cash,Nicaragua
3158335,678909,2023-11-09,2365.02,Cash,Vietnam
3158739,1615392,2024-03-18,3757.35,PayPal,Israel
3159348,1791745,2025-06-24,1914.75,Cash,Tuvalu
3159954,1163681,2022-12-12,231.71,Credit Card,Malta
3160304,944680,2025-08-20,2732.97,PayPal,Romania
3160413,447630,2021-09-22,2016.5,Cash,Cuba
3161178,528862,2025-08-04,1479.75,Cash,Liberia
3161194,769708,2023-01-14,1040.59,Bank Transfer,Czech Republic
3161555,607777,2023-04-13,3363.16,Credit Card,Grenada
3161804,66776,2024-02-21,521.3,PayPal,Holy See (Vatican City State)
3161823,262038,2023-09-01,1917.13,Cash,Sudan
3162901,762632,2023-12-26,442.72,Cash,Nigeria
3162953,1500870,2022-10-21,2571.94,PayPal,Barbados
3163033,1877958,2025-07-17,1058.81,Bank Transfer,Lao People's Democratic Republic
3163834,14086,2023-05-15,1492.63,PayPal,Belarus
3164001,935012,2022-11-28,3240.56,Bank Transfer,Bermuda
3164798,1314599,2025-07-03,353.72,Cash,Guernsey
3164809,932125,2023-06-03,3371.12,Cash,Venezuela
3164899,242801,2024-12-17,2448.75,PayPal,Senegal
3165228,526475,2021-09-20,2548.49,Bank Transfer,Congo
3166495,85546,2024-01-11,1747.4,PayPal,Isle of Man
3168280,1620093,2025-03-18,2000.17,PayPal,Turkey
3168605,998214,2021-09-23,1836.92,Cash,Seychelles
3168901,27938,2024-10-13,1381.56,Bank Transfer,Tajikistan
3169043,1517406,2024-06-21,441.68,PayPal,Myanmar
3169526,1136235,2022-05-27,798.15,Bank Transfer,Belize
3169528,1976108,2024-10-07,1290.45,PayPal,United States Virgin Islands
3169845,586336,2022-12-23,4181.19,Cash,Saint Martin
3170111,1403703,2022-04-19,1946.7,Cash,Turkey
3170196,1871770,2025-06-14,2028.89,Credit Card,Equatorial Guinea
3170561,1912009,2025-08-21,102.4,Cash,Czech Republic
3171670,139899,2021-10-03,2590.75,Bank Transfer,Spain
3171935,683142,2023-07-10,2379.8,Credit Card,Guatemala
3171957,1195035,2022-12-24,0.0,PayPal,Italy
3172224,702937,2023-06-01,0.0,Bank Transfer,Mexico
3172353,995457,2023-03-22,3101.07,PayPal,Cape Verde
3173313,1598120,2025-01-06,4857.46,Bank Transfer,Uzbekistan
3173898,84164,2023-12-12,4078.72,Bank Transfer,Lesotho
3174736,1604667,2025-03-23,720.9,Credit Card,United States Virgin Islands
3175339,1629699,2023-04-03,3297.34,PayPal,Palau
3175781,244221,2021-09-21,6270.94,Credit Card,Ecuador
3176005,1513729,2023-02-11,1217.09,Bank Transfer,Palau
3176490,877800,2022-03-15,4193.19,Bank Transfer,Chile
3176915,301637,2023-07-29,572.13,Credit Card,Niger
3176969,354043,2022-07-24,2524.26,Cash,Italy
3177703,988413,2023-07-02,2248.72,Bank Transfer,Spain
3179345,1749080,2024-04-03,1611.22,Credit Card,Tajikistan
3179556,1293622,2022-07-06,2231.47,Cash,Finland
3179889,1895677,2023-09-26,878.56,Bank Transfer,Montenegro
3180549,1303612,2025-07-18,2433.88,Credit Card,Sao Tome and Principe
3180773,188963,2024-02-13,5140.87,PayPal,Samoa
3180776,1668035,2024-06-07,2735.57,Bank Transfer,Sao Tome and Principe
3181269,1947561,2023-02-01,2691.97,Cash,Montserrat
3181487,1314081,2021-10-18,0.0,Bank Transfer,Guatemala
3182541,1584165,2021-10-18,811.05,Bank Transfer,Namibia
3182843,1327372,2025-02-19,661.41,PayPal,Iraq
3182849,416157,2021-10-22,1817.22,Cash,Pakistan
3182937,941371,2025-04-15,4516.93,Bank Transfer,Faroe Islands
3183420,1302733,2024-03-24,3010.22,Cash,Swaziland
3184005,1875544,2024-12-11,1408.73,Cash,Guernsey
3184035,216382,2025-03-26,6082.16,Bank Transfer,Haiti
3184346,1622102,2022-12-28,52.32,PayPal,Poland
3184552,405301,2025-06-05,1753.32,PayPal,Poland
3184580,1417697,2023-07-25,1909.25,Cash,Malawi
3184740,1734345,2022-06-02,2629.25,Bank Transfer,Mozambique
3184895,400797,2022-12-03,4292.86,Credit Card,El Salvador
3186098,1697001,2025-06-12,4343.89,Bank Transfer,Indonesia
3186335,82262,2022-05-30,2796.5,Bank Transfer,Heard Island and McDonald Islands
3186715,268135,2024-08-14,2874.61,PayPal,Saudi Arabia
3187072,1480796,2024-01-06,2083.25,Cash,Guinea-Bissau
3187328,1252709,2024-04-07,2395.26,Bank Transfer,Comoros
3187418,455211,2022-08-11,1364.76,PayPal,Brunei Darussalam
3187517,1934339,2025-01-30,0.0,Credit Card,Samoa
3187547,435654,2024-03-23,3344.1,PayPal,Iraq
3188107,1676623,2022-12-11,673.38,Bank Transfer,Angola
3188111,507821,2022-01-19,0.0,Bank Transfer,Spain
3188639,667764,2023-06-06,1910.17,PayPal,Papua New Guinea
3189285,722871,2023-12-28,885.4,PayPal,Egypt
3189858,1345839,2023-05-09,4859.56,Cash,Cuba
3190046,560733,2024-05-06,3948.44,Credit Card,Azerbaijan
3190307,1530721,2024-03-29,2815.0,Credit Card,Falkland Islands (Malvinas)
3190624,1122443,2023-02-12,724.58,Cash,United Arab Emirates
3191107,536121,2021-12-10,5854.51,PayPal,Macao
3191483,1779456,2023-08-20,1179.58,Bank Transfer,Mauritius
3191791,635419,2021-09-20,2178.93,Bank Transfer,Christmas Island
3191967,713658,2022-02-13,1464.86,Bank Transfer,Tajikistan
3192310,1835429,2023-09-03,0.0,PayPal,Saint Pierre and Miquelon
3192694,946305,2024-05-31,999.37,PayPal,Turkmenistan
3192780,683599,2022-12-02,3733.41,PayPal,Georgia
3192926,212847,2023-11-04,1175.37,Cash,Cuba
3193594,750127,2022-11-06,1982.1,Bank Transfer,France
3194702,1645924,2024-08-06,2460.54,Bank Transfer,Romania
3195072,416082,2021-09-10,1567.6,PayPal,Myanmar
3195784,1384252,2025-08-28,824.59,Cash,Cyprus
3195889,1690696,2021-12-28,1615.63,Credit Card,Pitcairn Islands
3196358,1684684,2022-06-04,6101.57,Cash,French Polynesia
3196639,1803985,2022-02-05,2571.75,Credit Card,Nigeria
3196801,1435717,2024-01-19,2128.71,Bank Transfer,Djibouti
3196936,98392,2022-09-19,2737.41,PayPal,Croatia
3197499,1603195,2022-03-31,0.0,Bank Transfer,Costa Rica
3197661,1306056,2023-03-31,1485.36,PayPal,Marshall Islands
3198480,1407807,2024-05-12,859.7,Cash,Tunisia
3198746,3593,2023-05-01,653.0,Bank Transfer,Tokelau
3199264,982982,2023-01-20,4549.54,Credit Card,Mali
3199976,535836,2022-09-10,3546.69,Bank Transfer,Moldova
3200401,151552,2021-12-24,2460.03,Bank Transfer,Cuba
3200914,1620670,2023-10-26,8177.62,Credit Card,Sao Tome and Principe
3200921,1706757,2023-06-22,725.34,PayPal,Anguilla
3201227,1689295,2023-01-07,1193.8,Credit Card,Norfolk Island
3201556,961344,2023-02-08,243.11,Cash,Papua New Guinea
3201578,1406046,2023-10-14,543.03,Bank Transfer,Togo
3201740,519124,2024-05-13,2378.55,Bank Transfer,Belize
3202103,516465,2023-12-29,2421.13,Credit Card,Belgium
3202465,279484,2025-03-01,4567.52,Credit Card,Malta
3202602,17949,2025-02-06,2730.91,Bank Transfer,Germany
3202636,15139,2024-10-25,4928.03,PayPal,Korea
3202684,442580,2025-06-04,0.0,Cash,Belize
3202889,1115045,2022-02-28,2669.13,Cash,Singapore
3203037,252640,2022-03-05,1743.16,Credit Card,Angola
3203949,904394,2024-03-19,3157.2,Credit Card,Mayotte
3204641,277907,2025-06-08,4909.87,PayPal,Armenia
3204968,485501,2023-10-07,123.54,Credit Card,Dominica
3205158,1723524,2023-07-20,308.1,PayPal,Bouvet Island (Bouvetoya)
3205188,77918,2022-08-14,0.0,Bank Transfer,Saint Vincent and the Grenadines
3205329,1588494,2023-03-13,1460.95,PayPal,New Zealand
3205489,602133,2022-10-12,2464.67,Cash,Brunei Darussalam
3206155,78857,2023-10-14,2510.98,Cash,Hong Kong
3206664,833495,2022-09-22,2773.8,Credit Card,Burkina Faso
3207022,1107240,2023-04-04,472.04,Credit Card,Madagascar
3207332,1174701,2023-03-08,1801.86,PayPal,Argentina
3207408,205520,2022-09-20,765.18,PayPal,Guadeloupe
3207630,418827,2024-08-27,691.15,Cash,Madagascar
3207651,1372311,2021-11-16,1941.68,Cash,Papua New Guinea
3208198,251502,2022-06-19,1467.68,PayPal,Benin
3208404,1717591,2023-01-26,4288.51,Credit Card,Georgia
3208562,1765587,2024-07-13,2773.39,Credit Card,Uzbekistan
3209105,1480879,2023-10-21,485.26,Credit Card,Croatia
3209382,1314599,2024-11-24,2559.6,Bank Transfer,Angola
3209392,133668,2025-03-03,692.12,Credit Card,Macao
3209560,1485764,2022-07-09,669.32,Cash,Saint Kitts and Nevis
3209642,1606602,2023-07-06,2869.58,Credit Card,Lao People's Democratic Republic
3210889,1403703,2024-07-28,2982.17,Cash,French Guiana
3211982,103069,2023-11-10,7426.73,PayPal,Cape Verde
3212802,414399,2022-11-02,346.74,Bank Transfer,Rwanda
3212980,1916773,2022-06-18,4318.69,Credit Card,San Marino
3213040,1742138,2023-08-08,2052.72,Bank Transfer,Saint Vincent and the Grenadines
3213735,1918430,2023-03-27,69.42,Credit Card,Cook Islands
3214318,947652,2023-02-15,2139.52,Credit Card,Norfolk Island
3214879,1453571,2023-07-11,3226.57,PayPal,Holy See (Vatican City State)
3215395,1865512,2025-02-28,2714.32,Cash,Zambia
3216315,1774867,2024-05-21,1408.22,PayPal,Chad
3216917,466682,2023-07-15,1048.47,Bank Transfer,San Marino
3217806,1307388,2022-11-19,454.14,Bank Transfer,Croatia
3218130,690754,2025-06-10,1432.96,Cash,Russian Federation
3219299,871838,2025-02-04,0.0,Bank Transfer,Costa Rica
3220117,1068699,2024-07-21,1063.01,PayPal,Rwanda
3220561,1265950,2023-08-06,3956.22,Credit Card,Guadeloupe
3220824,712410,2025-05-11,0.0,Credit Card,Moldova
3221274,329534,2023-08-29,3219.06,Cash,Greece
3221490,292774,2022-12-07,3174.55,Bank Transfer,Swaziland
3221688,1639961,2022-10-28,12.3,Cash,Vanuatu
3222238,1803616,2022-07-19,3721.71,Bank Transfer,Namibia
3222488,990358,2021-10-04,925.45,Credit Card,Paraguay
3222642,1698158,2025-02-19,63.47,Bank Transfer,Zambia
3222727,160571,2024-03-07,2030.13,PayPal,Iran
3222808,1014575,2023-09-04,1934.01,Credit Card,Congo
3222948,1326514,2025-01-03,1736.25,Bank Transfer,Azerbaijan
3223038,1488462,2022-01-27,3936.1,PayPal,Egypt
3223111,1593051,2021-10-23,0.0,PayPal,Thailand
3223337,357478,2022-09-26,4606.55,Credit Card,Argentina
3223513,1407198,2023-01-29,4941.9,Cash,Sudan
3223664,148350,2024-04-30,1830.15,Credit Card,Sierra Leone
3224205,1362563,2023-03-19,2000.25,Credit Card,Liberia
3224551,1673343,2022-12-07,3197.37,Bank Transfer,Belgium
3224648,208428,2022-08-31,484.38,PayPal,Saint Vincent and the Grenadines
3224952,1699829,2024-12-15,2876.92,Credit Card,Norway
3225134,1587823,2025-03-16,713.5,Credit Card,Tokelau
3225501,818512,2025-07-08,1165.3,PayPal,Belize
3225825,1307186,2023-05-30,1953.46,PayPal,Nauru
3226213,1486774,2022-03-27,1950.04,Credit Card,Kenya
3227406,1833263,2024-09-01,204.24,Cash,Bulgaria
3227688,987052,2024-10-26,643.4,Credit Card,Seychelles
3228244,1198588,2021-09-11,4370.95,Cash,Estonia
3229551,1902301,2023-05-29,3853.99,Bank Transfer,Timor-Leste
3230518,148201,2024-12-29,1063.04,Bank Transfer,Equatorial Guinea
3231013,703051,2023-11-22,1535.52,PayPal,Guam
3231491,1790710,2021-10-23,700.64,Cash,Peru
3231877,479205,2025-05-30,3332.32,PayPal,Mozambique
3232666,794606,2021-11-12,2742.52,Bank Transfer,Greenland
3233410,900554,2025-04-30,3657.76,Bank Transfer,British Virgin Islands
3233704,425441,2022-10-14,2303.16,Credit Card,Croatia
3233741,653484,2025-01-26,0.0,PayPal,Palau
3234581,470611,2024-04-12,5941.67,Credit Card,Bolivia
3234917,888619,2022-07-14,2944.49,Cash,Japan
3235208,1740949,2022-05-08,1817.25,Credit Card,Slovenia
3235391,272148,2021-12-20,3014.25,PayPal,Macao
3235817,1706752,2025-07-08,1950.29,Credit Card,Comoros
3235887,1812857,2023-12-12,3006.9,PayPal,Croatia
3235899,716227,2024-08-12,2456.8,PayPal,Namibia
3236008,85546,2024-11-04,526.11,Credit Card,France
3236538,866633,2025-05-30,90.99,Cash,Saint Helena
3236618,1822883,2021-12-29,2273.73,Bank Transfer,Sierra Leone
3237113,977991,2024-03-17,1968.29,Credit Card,Spain
3238181,1228249,2023-02-01,2518.88,Bank Transfer,Cocos (Keeling) Islands
3239486,70015,2025-05-02,1119.12,Credit Card,Bulgaria
3239510,1918143,2022-11-18,907.1,Credit Card,Netherlands Antilles
3240276,1299618,2023-05-04,3358.04,PayPal,Monaco
3240414,417235,2023-06-24,16.18,Cash,Syrian Arab Republic
3240537,849156,2022-08-15,339.6,PayPal,Congo
3241834,1559645,2023-06-09,702.05,Cash,Afghanistan
3242004,372065,2023-09-08,2089.07,Credit Card,Bermuda
3242673,400395,2025-05-16,2392.42,PayPal,Namibia
3243081,1487580,2023-04-27,0.0,PayPal,Vanuatu
3243419,367904,2023-10-18,5164.16,Bank Transfer,North Macedonia
3243814,1770952,2025-08-02,801.32,Bank Transfer,Korea
3243971,1856323,2021-09-05,0.0,Cash,Cote d'Ivoire
3244048,790325,2022-01-13,2835.85,PayPal,Bermuda
3244396,1376421,2022-08-24,1993.32,Cash,Papua New Guinea
3244402,668521,2025-07-08,1207.15,Cash,Egypt
3244815,1160470,2022-04-23,0.0,Cash,Mayotte
3245021,366481,2023-11-21,1928.56,Bank Transfer,Ukraine
3245598,321063,2025-05-02,1022.24,PayPal,Italy
3246185,270746,2025-03-11,368.04,Bank Transfer,Uzbekistan
3249290,538819,2024-10-19,865.57,Bank Transfer,Norfolk Island
3249371,1593235,2024-12-04,1344.89,Bank Transfer,Saint Martin
3249469,513237,2023-01-18,7792.98,Bank Transfer,Norfolk Island
3249485,96606,2022-07-22,2019.89,Bank Transfer,Czech Republic
3250137,478371,2024-07-23,1971.37,PayPal,New Caledonia
3250296,398401,2023-04-17,1672.02,Bank Transfer,Georgia
3250343,283208,2022-03-06,1715.92,PayPal,Bahamas
3251080,1690314,2024-12-19,4291.37,Cash,Latvia
3252261,757675,2023-06-01,1191.48,PayPal,Mexico
3252278,257181,2021-11-03,264.31,Credit Card,Zimbabwe
3252358,556140,2024-09-28,1520.3,Credit Card,Nicaragua
3254122,122068,2024-06-06,2599.22,Bank Transfer,Kyrgyz Republic
3254135,68148,2023-01-12,1047.56,Cash,Taiwan
3254202,1760335,2024-07-06,466.4,Bank Transfer,Guinea-Bissau
3254322,1650132,2024-01-29,2800.11,Credit Card,Anguilla
3254529,247825,2022-10-14,4908.92,PayPal,Pitcairn Islands
3254676,686351,2023-05-08,3334.78,PayPal,Bhutan
3254685,135652,2022-07-02,3464.0,Bank Transfer,Bahamas
3256303,1694632,2022-05-07,923.52,Cash,French Polynesia
3256504,78103,2023-03-28,2390.93,Bank Transfer,Cocos (Keeling) Islands
3256607,312368,2023-11-22,742.51,PayPal,Brazil
3257036,242307,2021-09-02,2464.49,PayPal,Afghanistan
3257784,1427472,2025-05-06,2192.6,Cash,Grenada
3257869,1374770,2022-05-05,3634.74,Credit Card,Mongolia
3258716,1814549,2021-11-18,3237.49,Credit Card,Norway
3259088,1583309,2021-10-08,3712.68,Credit Card,Somalia
3259090,1900193,2023-04-04,161.84,Bank Transfer,Bhutan
3259149,1036119,2025-03-01,1649.84,Credit Card,Paraguay
3259329,1337956,2024-09-25,231.56,Cash,Trinidad and Tobago
3259974,253856,2024-10-03,0.0,Credit Card,India
3260280,1188427,2025-03-23,3235.17,Cash,Cocos (Keeling) Islands
3260598,195385,2022-05-12,550.74,Credit Card,Peru
3260599,1092570,2023-02-07,1819.9,Bank Transfer,Hong Kong
3260767,1963452,2025-06-01,975.29,Credit Card,Peru
3261378,1089210,2023-06-17,4084.07,PayPal,Qatar
3261772,1030962,2022-09-01,2833.85,Credit Card,Botswana
3261985,583421,2022-03-15,4194.89,Cash,Malaysia
3262389,1263008,2023-03-14,602.64,Credit Card,Cocos (Keeling) Islands
3263190,1584281,2024-07-30,3390.99,PayPal,Fiji
3263378,1472246,2021-12-20,1739.46,Bank Transfer,Cote d'Ivoire
3263956,1032069,2024-02-03,636.6,Cash,Uruguay
3265051,189667,2024-11-23,7046.37,Credit Card,Rwanda
3265696,1684343,2023-07-17,3907.17,PayPal,Uganda
3265715,1941383,2025-06-06,441.05,Bank Transfer,Niger
3266778,599009,2025-07-20,0.0,Bank Transfer,Sweden
3266831,1873626,2024-07-31,493.01,Credit Card,Sierra Leone
3266911,1458203,2023-05-13,1029.0,Bank Transfer,India
3267025,1656277,2024-07-19,3231.31,Bank Transfer,Svalbard & Jan Mayen Islands
3267393,1624276,2023-04-12,1301.22,Bank Transfer,Malawi
3267681,1228568,2024-02-10,781.92,PayPal,Greece
3267707,1353243,2024-02-17,2018.24,Bank Transfer,Equatorial Guinea
3267868,983420,2024-10-23,2637.72,Credit Card,Denmark
3267907,115977,2025-04-26,1977.4,Bank Transfer,Guadeloupe
3268127,1843282,2022-04-17,789.53,PayPal,Saint Vincent and the Grenadines
3268151,478805,2025-02-25,0.0,Cash,Kuwait
3268791,579483,2024-05-25,985.36,Cash,Saint Vincent and the Grenadines
3269383,1050251,2023-09-18,572.07,PayPal,Cameroon
3269488,1636502,2024-03-16,2387.22,Credit Card,Faroe Islands
3269696,313318,2023-09-08,0.0,Cash,Maldives
3269920,939283,2023-07-25,4580.18,PayPal,Papua New Guinea
3269979,1404423,2023-08-19,594.54,Credit Card,Namibia
3270053,582655,2022-10-26,950.05,PayPal,Nauru
3270219,1880579,2025-07-06,1102.63,Cash,Saudi Arabia
3270509,491797,2024-11-24,0.0,Cash,South Africa
3270902,889267,2021-10-17,1619.64,PayPal,Bermuda
3271096,976627,2022-09-25,1667.19,PayPal,British Indian Ocean Territory (Chagos Archipelago)
3271381,1455958,2024-04-30,1894.54,Bank Transfer,Korea
3271520,1960242,2022-07-12,4663.47,Bank Transfer,Ecuador
3271538,1443280,2024-05-16,2956.82,Credit Card,Suriname
3271588,1577876,2022-12-21,439.95,Bank Transfer,Antarctica (the territory South of 60 deg S)
3272011,114848,2022-06-30,4898.22,Bank Transfer,Iran
3272052,357799,2025-02-08,3869.78,Bank Transfer,New Zealand
3272530,967819,2023-10-30,3159.58,PayPal,Costa Rica
3272994,1450958,2022-03-28,3312.89,PayPal,Antarctica (the territory South of 60 deg S)
3273230,782532,2024-08-30,1654.8,PayPal,Svalbard & Jan Mayen Islands
3273413,1590401,2025-07-19,1622.53,Bank Transfer,Vietnam
3273463,1899308,2025-01-26,0.0,Credit Card,Tuvalu
3274230,541772,2023-11-03,3335.52,Cash,Yemen
3274522,1456119,2023-09-04,2157.69,Credit Card,Burkina Faso
3274559,318095,2024-08-06,2089.85,PayPal,Ukraine
3274801,1222260,2023-11-10,2696.41,Credit Card,Saudi Arabia
3275005,409642,2025-08-13,2086.26,Credit Card,Slovakia (Slovak Republic)
3275392,706371,2022-04-21,5087.27,Credit Card,Estonia
3276172,1684343,2025-03-20,337.02,Credit Card,Svalbard & Jan Mayen Islands
3277045,1327372,2023-03-01,168.63,Credit Card,Sri Lanka
3277811,621674,2022-07-02,702.55,Credit Card,Togo
3277933,906370,2022-12-24,39.78,Bank Transfer,Chad
3278136,1200199,2024-05-09,2964.78,Bank Transfer,Thailand
3278508,1060167,2024-06-06,4019.11,PayPal,Costa Rica
3278522,701239,2022-06-03,2366.74,Bank Transfer,New Caledonia
3279262,100910,2022-06-01,486.34,Credit Card,Guinea-Bissau
3279739,519938,2022-08-04,2724.38,Credit Card,Qatar
3280773,492292,2022-02-10,2817.35,Cash,North Macedonia
3281018,683052,2025-04-23,830.08,Credit Card,San Marino
3281284,1932704,2021-10-31,1889.3,PayPal,British Indian Ocean Territory (Chagos Archipelago)
3281322,18388,2025-07-08,2126.82,Credit Card,Paraguay
3281372,663378,2022-07-23,3191.58,Credit Card,Somalia
3281955,768042,2024-06-29,6218.87,Cash,Madagascar
