stock_id,product_id,quantity_change,movement_type,change_date
6986,620,-2,OUT,2021-04-16
6987,620,-53,OUT,2024-07-01
6988,620,-4,ADJUSTMENT,2022-11-29
6989,15310,-100,OUT,2023-05-28
6990,15310,232,IN,2023-10-03
6991,15310,357,IN,2021-05-19
6992,3080,348,IN,2021-05-12
6993,3080,-32,OUT,2021-07-02
6994,3080,-35,OUT,2022-04-19
6995,10170,-50,OUT,2022-11-03
6996,10170,-28,OUT,2021-07-10
6997,10170,-25,OUT,2023-11-08
6998,10439,290,IN,2024-09-15
6999,1424,-10,OUT,2025-05-15
7000,1424,310,IN,2024-01-03
7001,1424,89,IN,2022-09-15
7002,1424,-67,OUT,2022-11-20
7003,1424,-17,ADJUSTMENT,2022-12-27
7004,4406,-99,OUT,2024-03-18
7005,4406,-80,OUT,2022-07-02
7006,4406,-96,OUT,2022-05-08
7007,4406,-65,OUT,2021-05-04
7008,4030,143,IN,2022-07-10
7009,4030,223,IN,2024-06-26
7010,8299,318,IN,2023-09-18
7011,8299,-57,OUT,2025-10-23
7012,8299,-45,OUT,2023-01-22
7013,8299,-41,OUT,2023-02-15
7014,8299,-98,OUT,2023-08-31
7015,7842,25,IN,2022-07-03
7016,7842,-4,OUT,2024-04-12
7017,7842,430,IN,2024-06-21
7018,7842,158,IN,2024-08-13
7019,7842,166,IN,2025-08-07
7020,8193,200,IN,2023-01-18
7021,13447,-79,OUT,2023-10-08
7022,13447,-15,OUT,2025-08-25
7023,13447,-69,OUT,2025-04-16
7024,8630,387,IN,2021-09-11
7025,8630,20,IN,2021-03-22
7026,11393,-16,OUT,2025-02-20
7027,11393,-90,OUT,2021-10-13
7028,11393,-85,OUT,2024-01-18
7029,11393,-63,OUT,2025-05-16
7030,4538,204,IN,2024-08-10
7031,58,-36,OUT,2021-04-27
7032,58,-63,OUT,2023-08-24
7033,58,-21,ADJUSTMENT,2025-11-18
7034,58,366,IN,2024-06-07
7035,58,-90,OUT,2021-10-18
7036,11251,-14,OUT,2024-02-24
7037,11251,317,IN,2025-05-11
7038,11251,-21,OUT,2022-09-06
7039,11251,33,ADJUSTMENT,2023-09-02
7040,13926,-42,OUT,2024-10-10
7041,13926,412,IN,2023-03-11
7042,13926,-54,OUT,2022-09-25
7043,13926,350,IN,2025-07-15
7044,3105,446,IN,2022-07-08
7045,3105,50,ADJUSTMENT,2025-02-12
7046,3105,-61,OUT,2021-08-17
7047,3105,-48,ADJUSTMENT,2023-12-23
7048,3105,-52,OUT,2025-06-19
7049,14295,-97,OUT,2021-11-01
7050,14295,-85,OUT,2021-10-20
7051,14295,372,IN,2021-06-15
7052,7025,-90,OUT,2022-10-14
7053,7025,437,IN,2024-11-14
7054,18358,106,IN,2025-03-30
7055,18358,7,ADJUSTMENT,2025-04-23
7056,18358,-1,OUT,2025-06-27
7057,18358,318,IN,2021-08-19
7058,18358,-71,OUT,2022-08-17
7059,803,-33,OUT,2021-01-02
7060,803,-79,OUT,2025-02-09
7061,4930,9,ADJUSTMENT,2023-01-03
7062,4930,445,IN,2023-04-21
7063,4930,294,IN,2024-06-14
7064,4930,-39,OUT,2024-11-20
7065,4930,94,IN,2025-05-03
7066,8647,-7,OUT,2021-05-21
7067,8647,24,ADJUSTMENT,2022-03-06
7068,8647,182,IN,2025-04-22
7069,4072,-38,OUT,2021-05-03
7070,4072,-53,OUT,2022-05-02
7071,4072,-18,OUT,2024-09-20
7072,19275,282,IN,2022-01-16
7073,19275,-52,OUT,2023-06-06
7074,19275,-36,OUT,2023-04-06
7075,19275,423,IN,2022-01-12
7076,19275,-75,OUT,2024-07-15
7077,786,-17,ADJUSTMENT,2022-10-29
7078,786,393,IN,2024-02-15
7079,786,427,IN,2025-06-28
7080,786,-1,OUT,2021-10-03
7081,786,-80,OUT,2023-04-10
7082,12228,-62,OUT,2023-05-11
7083,12228,75,IN,2021-07-18
7084,12228,41,IN,2021-01-11
7085,3625,44,ADJUSTMENT,2025-10-25
7086,3625,33,IN,2023-02-26
7087,467,-53,OUT,2024-11-24
7088,467,465,IN,2022-04-26
7089,467,-14,OUT,2021-09-29
7090,467,-45,OUT,2024-01-05
7091,10165,484,IN,2024-07-07
7092,10165,-23,OUT,2025-06-16
7093,10165,150,IN,2025-06-03
7094,3217,433,IN,2024-05-22
7095,18904,-58,OUT,2024-04-24
7096,18904,141,IN,2023-01-12
7097,18904,-55,OUT,2022-08-20
7098,18904,-64,OUT,2025-03-04
7099,18904,368,IN,2024-11-11
7100,11028,-37,OUT,2023-10-09
7101,7403,205,IN,2024-01-14
7102,7403,178,IN,2021-06-20
7103,7403,204,IN,2024-12-27
7104,17801,386,IN,2025-11-05
7105,11794,-51,OUT,2022-12-29
7106,11794,-65,OUT,2025-06-24
7107,11794,-20,OUT,2021-08-14
7108,2822,-15,OUT,2022-01-24
7109,2822,-43,OUT,2021-11-22
7110,2822,-50,OUT,2025-08-28
7111,2822,466,IN,2022-12-22
7112,12913,478,IN,2024-12-15
7113,12913,-38,OUT,2022-02-15
7114,12913,253,IN,2022-06-17
7115,12913,-95,OUT,2024-12-09
7116,12913,370,IN,2024-12-19
7117,2491,-1,OUT,2024-11-19
7118,2491,323,IN,2021-05-30
7119,2491,-35,OUT,2025-04-27
7120,2491,-38,OUT,2025-08-02
7121,9104,-12,OUT,2023-10-04
7122,9104,-97,OUT,2021-12-30
7123,9104,-69,OUT,2023-09-21
7124,460,-73,OUT,2021-05-10
7125,460,-94,OUT,2023-12-09
7126,460,-17,ADJUSTMENT,2022-02-01
7127,460,-50,OUT,2023-02-16
7128,316,-19,OUT,2025-07-29
7129,316,-38,OUT,2025-01-20
7130,4467,-75,OUT,2022-03-12
7131,14277,167,IN,2024-06-20
7132,14277,-55,OUT,2025-07-17
7133,6703,50,ADJUSTMENT,2022-03-23
7134,6703,141,IN,2025-06-22
7135,6703,500,IN,2024-02-21
7136,6703,-66,OUT,2024-11-03
7137,6703,-19,OUT,2022-08-20
7138,8591,31,ADJUSTMENT,2023-03-08
7139,8591,423,IN,2021-12-02
7140,8591,-5,OUT,2023-12-21
7141,9430,-86,OUT,2022-08-04
7142,9430,-78,OUT,2022-08-28
7143,9430,-77,OUT,2025-05-22
7144,9430,392,IN,2022-03-07
7145,9430,233,IN,2025-06-14
7146,4502,-94,OUT,2025-08-14
7147,4502,389,IN,2024-02-22
7148,4502,-57,OUT,2025-07-18
7149,4502,463,IN,2022-03-13
7150,4502,-14,OUT,2021-07-24
7151,6802,478,IN,2024-05-15
7152,6802,-22,OUT,2022-02-08
7153,6802,176,IN,2022-10-15
7154,6802,-46,ADJUSTMENT,2023-11-14
7155,6802,484,IN,2023-01-29
7156,9232,70,IN,2022-03-05
7157,9232,63,IN,2023-03-18
7158,8694,33,IN,2023-08-15
7159,8694,-22,ADJUSTMENT,2024-07-21
7160,8694,-10,OUT,2024-12-23
7161,8694,-25,OUT,2023-06-11
7162,6672,45,ADJUSTMENT,2025-10-01
7163,6672,226,IN,2021-10-27
7164,6672,441,IN,2025-09-15
7165,13341,-89,OUT,2023-09-13
7166,13341,-1,OUT,2022-03-15
7167,13341,300,IN,2021-11-18
7168,13341,36,ADJUSTMENT,2025-04-21
7169,13341,462,IN,2024-03-21
7170,8286,-20,OUT,2024-01-12
7171,8286,-86,OUT,2023-02-23
7172,8286,11,IN,2021-08-20
7173,14949,-6,OUT,2023-01-28
7174,14949,147,IN,2023-01-20
7175,14949,-4,ADJUSTMENT,2023-01-16
7176,14949,100,IN,2025-02-27
7177,14949,-22,OUT,2024-02-25
7178,7618,-59,OUT,2023-01-18
7179,12365,448,IN,2021-01-21
7180,17984,-82,OUT,2024-07-30
7181,17984,-21,OUT,2023-01-19
7182,17984,308,IN,2021-03-27
7183,7194,-20,ADJUSTMENT,2022-04-02
7184,7194,-67,OUT,2025-02-05
7185,7194,-77,OUT,2021-09-14
7186,7194,-41,OUT,2024-08-16
7187,12586,109,IN,2021-09-03
7188,12586,-75,OUT,2024-06-17
7189,12586,10,IN,2021-05-17
7190,12586,379,IN,2021-04-20
7191,19694,362,IN,2021-07-06
7192,19694,218,IN,2025-11-20
7193,19694,-37,OUT,2025-03-04
7194,14932,-21,OUT,2024-11-24
7195,14932,-83,OUT,2025-06-09
7196,14932,-13,OUT,2022-09-25
7197,14932,-48,OUT,2021-08-31
7198,14932,-76,OUT,2022-06-28
7199,19554,2,ADJUSTMENT,2023-05-03
7200,19554,-88,OUT,2024-08-22
7201,3608,-65,OUT,2023-04-06
7202,15995,-33,OUT,2021-01-21
7203,15995,355,IN,2024-05-31
7204,7818,-53,OUT,2022-11-07
7205,7818,32,IN,2025-12-01
7206,19277,417,IN,2022-07-22
7207,19277,-68,OUT,2021-10-23
7208,19277,-15,OUT,2023-11-04
7209,19277,331,IN,2023-10-10
7210,19277,263,IN,2025-11-05
7211,746,-78,OUT,2025-05-17
7212,746,-40,OUT,2024-08-29
7213,8346,48,IN,2021-12-26
7214,8346,-9,OUT,2023-06-09
7215,8346,449,IN,2023-03-26
7216,6715,-44,OUT,2022-12-05
7217,1881,-68,OUT,2023-11-14
7218,1881,-36,OUT,2021-01-09
7219,1881,-50,OUT,2024-03-19
7220,1881,-36,OUT,2021-11-15
7221,1881,-10,OUT,2023-12-30
7222,15276,42,IN,2021-01-24
7223,2827,12,ADJUSTMENT,2021-02-22
7224,2827,-10,OUT,2021-12-17
7225,2827,479,IN,2025-05-09
7226,13214,407,IN,2024-10-05
7227,13214,76,IN,2023-07-11
7228,13214,-98,OUT,2023-06-08
7229,13214,212,IN,2024-08-22
7230,6117,-87,OUT,2023-11-27
7231,6117,-67,OUT,2021-04-27
7232,6117,-1,OUT,2024-02-24
7233,240,-76,OUT,2025-09-03
7234,240,-25,OUT,2022-08-25
7235,240,-85,OUT,2022-08-25
7236,240,-93,OUT,2025-11-26
7237,240,364,IN,2024-03-27
7238,9666,112,IN,2025-05-10
7239,9666,207,IN,2022-06-22
7240,9666,440,IN,2023-04-27
7241,9666,29,IN,2024-12-16
7242,9666,440,IN,2022-01-05
7243,16685,-38,OUT,2023-11-26
7244,16685,-24,ADJUSTMENT,2023-03-30
7245,16685,-28,OUT,2023-09-09
7246,4925,-37,OUT,2021-03-17
7247,5978,-17,OUT,2024-03-23
7248,5978,188,IN,2021-08-23
7249,5978,183,IN,2021-07-23
7250,5978,-62,OUT,2025-06-21
7251,14694,-19,OUT,2025-07-16
7252,14694,-15,OUT,2022-11-08
7253,14694,-81,OUT,2023-05-24
7254,2655,-20,OUT,2021-12-10
7255,3773,258,IN,2022-03-26
7256,3773,264,IN,2022-01-20
7257,3773,-25,OUT,2024-05-12
7258,3773,100,IN,2025-03-15
7259,3773,-39,OUT,2023-02-22
7260,17289,-97,OUT,2024-01-20
7261,17289,63,IN,2021-01-02
7262,4619,-82,OUT,2023-08-24
7263,19289,-76,OUT,2021-07-01
7264,16111,256,IN,2024-06-12
7265,16111,480,IN,2024-08-01
7266,16111,-30,OUT,2024-12-26
7267,16111,-57,OUT,2025-04-13
7268,7865,279,IN,2025-01-27
7269,17295,-60,OUT,2023-09-18
7270,17295,-82,OUT,2023-04-06
7271,17295,-99,OUT,2021-04-12
7272,17295,-55,OUT,2023-10-11
7273,17295,129,IN,2024-07-31
7274,1755,76,IN,2023-09-30
7275,1755,11,IN,2022-02-01
7276,1755,373,IN,2022-12-01
7277,1755,103,IN,2022-08-30
7278,1755,143,IN,2022-10-18
7279,3664,499,IN,2025-08-23
7280,3664,107,IN,2023-08-24
7281,3664,-8,OUT,2024-08-19
7282,3664,-32,OUT,2024-03-22
7283,5154,444,IN,2023-10-24
7284,5154,100,IN,2024-07-22
7285,5154,87,IN,2022-02-25
7286,16935,-2,OUT,2023-12-25
7287,16935,46,IN,2022-01-06
7288,16935,-76,OUT,2022-02-23
7289,16935,-16,OUT,2025-11-29
7290,1391,85,IN,2023-07-08
7291,1391,-22,OUT,2024-02-06
7292,1391,-88,OUT,2022-09-15
7293,6504,-48,ADJUSTMENT,2023-03-19
7294,6504,-100,OUT,2022-04-28
7295,4841,-64,OUT,2023-07-23
7296,4841,-61,OUT,2021-02-12
7297,4841,-88,OUT,2025-11-27
7298,4841,-18,ADJUSTMENT,2023-01-12
7299,4841,-10,OUT,2023-10-25
7300,16055,4,ADJUSTMENT,2024-01-14
7301,16055,-88,OUT,2024-06-08
7302,16055,54,IN,2025-02-26
7303,16055,457,IN,2024-12-05
7304,16055,475,IN,2023-04-02
7305,5514,-19,OUT,2024-11-21
7306,5514,-18,OUT,2022-05-07
7307,14189,466,IN,2021-03-22
7308,14189,122,IN,2024-05-20
7309,14189,-89,OUT,2022-08-18
7310,14189,-41,OUT,2024-02-09
7311,8751,-74,OUT,2021-09-08
7312,8751,-63,OUT,2022-04-23
7313,10390,317,IN,2024-05-20
7314,10390,-4,OUT,2024-08-18
7315,3583,138,IN,2023-12-24
7316,3583,-85,OUT,2022-09-21
7317,3583,-53,OUT,2023-05-16
7318,3583,54,IN,2025-07-11
7319,12360,25,IN,2022-11-21
7320,12360,-60,OUT,2023-02-12
7321,11244,-61,OUT,2022-09-24
7322,6831,12,IN,2023-02-19
7323,6831,-18,ADJUSTMENT,2025-09-19
7324,10818,392,IN,2024-03-07
7325,10818,488,IN,2024-11-03
7326,10818,-61,OUT,2024-03-29
7327,10818,408,IN,2024-08-19
7328,6948,-24,OUT,2021-06-03
7329,6948,94,IN,2025-03-05
7330,6948,15,ADJUSTMENT,2023-01-21
7331,19912,-10,ADJUSTMENT,2024-06-01
7332,14536,255,IN,2021-08-27
7333,8999,-64,OUT,2021-11-25
7334,18952,-40,ADJUSTMENT,2023-10-10
7335,18952,85,IN,2025-11-22
7336,18952,-7,OUT,2022-11-26
7337,18952,472,IN,2024-11-23
7338,18952,-19,OUT,2022-09-12
7339,16661,-7,OUT,2022-08-19
7340,16661,-2,OUT,2023-09-06
7341,19237,-13,OUT,2024-04-30
7342,19237,287,IN,2023-05-06
7343,19237,498,IN,2023-05-01
7344,16593,129,IN,2024-06-05
7345,16593,-28,OUT,2021-10-02
7346,16593,-90,OUT,2025-01-07
7347,16593,-64,OUT,2025-06-01
7348,8389,-65,OUT,2021-06-16
7349,8389,-60,OUT,2024-04-01
7350,8389,-65,OUT,2024-03-30
7351,8389,-34,OUT,2022-12-06
7352,17443,8,ADJUSTMENT,2024-12-14
7353,17443,-20,OUT,2025-01-20
7354,17443,447,IN,2025-10-25
7355,5303,360,IN,2025-09-14
7356,916,-15,ADJUSTMENT,2023-07-07
7357,13854,-35,OUT,2024-03-26
7358,13854,209,IN,2023-06-21
7359,13854,114,IN,2023-09-06
7360,13854,-13,OUT,2022-08-11
7361,13854,396,IN,2021-07-26
7362,11354,273,IN,2025-10-11
7363,9327,486,IN,2022-03-02
7364,9327,368,IN,2021-03-07
7365,9327,-61,OUT,2024-02-15
7366,13754,-57,OUT,2023-11-30
7367,13754,-56,OUT,2023-11-14
7368,13754,-45,OUT,2022-03-31
7369,13754,-42,OUT,2022-11-21
7370,17010,342,IN,2022-10-06
7371,17010,47,ADJUSTMENT,2022-04-25
7372,17010,110,IN,2021-01-20
7373,17010,-54,OUT,2023-07-23
7374,11181,286,IN,2025-10-20
7375,11181,-56,OUT,2024-01-31
7376,11181,-79,OUT,2025-07-18
7377,11181,482,IN,2022-01-28
7378,5614,-71,OUT,2024-08-28
7379,5614,35,ADJUSTMENT,2024-08-03
7380,5614,217,IN,2024-09-25
7381,5614,-14,OUT,2023-04-17
7382,1749,-87,OUT,2021-03-10
7383,1749,-88,OUT,2021-07-01
7384,19446,-100,OUT,2025-11-10
7385,19446,-80,OUT,2023-04-11
7386,7550,144,IN,2022-12-25
7387,7550,126,IN,2021-09-25
7388,7550,-14,OUT,2024-06-06
7389,7550,-11,OUT,2021-06-10
7390,16037,112,IN,2022-06-01
7391,16037,-90,OUT,2022-03-07
7392,16505,87,IN,2023-09-19
7393,16505,392,IN,2024-12-14
7394,16505,-96,OUT,2022-06-23
7395,7059,-32,OUT,2023-04-02
7396,7059,-45,OUT,2022-04-29
7397,491,26,ADJUSTMENT,2021-01-31
7398,491,-21,OUT,2024-05-08
7399,18842,36,ADJUSTMENT,2021-07-07
7400,18842,104,IN,2021-09-04
7401,18842,127,IN,2023-03-03
7402,18842,-15,OUT,2025-07-07
7403,12701,-73,OUT,2022-12-17
7404,12701,-41,OUT,2024-09-03
7405,12701,301,IN,2025-04-14
7406,12701,413,IN,2025-02-21
7407,9627,-94,OUT,2022-08-12
7408,9627,-53,OUT,2022-06-12
7409,17877,-23,OUT,2022-07-16
7410,17877,-4,OUT,2022-11-26
7411,17877,-23,ADJUSTMENT,2024-12-05
7412,7322,-93,OUT,2024-09-14
7413,7322,-42,OUT,2021-09-21
7414,7322,-60,OUT,2024-06-28
7415,11093,174,IN,2021-12-07
7416,11093,-7,OUT,2024-11-01
7417,11093,-66,OUT,2021-12-13
7418,2960,-49,ADJUSTMENT,2023-07-20
7419,2960,-26,ADJUSTMENT,2023-01-22
7420,12883,222,IN,2024-07-21
7421,12883,-89,OUT,2025-05-23
7422,12883,217,IN,2025-11-14
7423,12883,394,IN,2021-08-18
7424,12883,-53,OUT,2024-10-04
7425,9708,-87,OUT,2024-07-21
7426,9708,-43,OUT,2021-05-29
7427,9708,473,IN,2024-08-27
7428,9708,270,IN,2024-05-01
7429,13703,306,IN,2025-05-25
7430,13703,-29,OUT,2024-06-12
7431,16156,-97,OUT,2025-05-13
7432,16156,478,IN,2025-06-03
7433,16156,466,IN,2023-08-06
7434,16156,-55,OUT,2023-11-24
7435,2097,142,IN,2025-07-18
7436,2097,-23,OUT,2023-10-09
7437,2097,-18,OUT,2024-12-23
7438,11810,148,IN,2022-10-01
7439,11810,-88,OUT,2022-02-23
7440,18939,-40,OUT,2023-10-03
7441,18939,334,IN,2021-06-30
7442,18939,-28,ADJUSTMENT,2022-12-29
7443,18939,336,IN,2021-07-31
7444,18939,-32,ADJUSTMENT,2024-04-04
7445,13294,284,IN,2024-06-19
7446,13294,-70,OUT,2024-08-16
7447,13294,310,IN,2022-12-07
7448,13294,-78,OUT,2021-10-17
7449,13294,61,IN,2024-04-28
7450,17665,-50,ADJUSTMENT,2025-01-21
7451,17665,241,IN,2023-05-12
7452,17665,-38,OUT,2021-08-08
7453,17665,239,IN,2021-03-25
7454,4227,325,IN,2025-03-25
7455,1481,-55,OUT,2023-11-18
7456,1481,21,IN,2023-11-11
7457,1481,-40,OUT,2021-05-10
7458,1481,-15,OUT,2025-02-04
7459,15730,-21,OUT,2025-07-08
7460,15730,-17,OUT,2021-07-08
7461,15730,5,ADJUSTMENT,2022-11-30
7462,15730,249,IN,2023-11-18
7463,10580,-81,OUT,2023-04-07
7464,10580,419,IN,2024-01-15
7465,10580,405,IN,2025-05-23
7466,10580,28,ADJUSTMENT,2023-03-03
7467,5185,-37,OUT,2024-06-13
7468,5185,20,IN,2025-11-28
7469,5185,-48,OUT,2023-02-27
7470,5185,173,IN,2022-09-03
7471,18547,398,IN,2024-11-25
7472,18547,-73,OUT,2024-11-14
7473,18547,-65,OUT,2022-04-24
7474,18547,76,IN,2025-09-09
7475,16090,-76,OUT,2021-01-21
7476,16090,-86,OUT,2025-07-15
7477,16090,428,IN,2024-03-16
7478,13066,-84,OUT,2021-06-26
7479,13066,47,ADJUSTMENT,2022-06-10
7480,13066,268,IN,2025-03-05
7481,6333,124,IN,2022-09-15
7482,6333,150,IN,2025-07-13
7483,6333,-19,OUT,2023-08-07
7484,6333,-75,OUT,2024-11-09
7485,16343,62,IN,2024-06-17
7486,16343,-88,OUT,2023-04-26
7487,15219,9,ADJUSTMENT,2024-02-12
7488,15219,-23,OUT,2024-04-16
7489,17378,-43,OUT,2025-11-06
7490,1439,-42,ADJUSTMENT,2022-08-16
7491,1439,-39,OUT,2022-10-15
7492,1439,-32,OUT,2023-09-17
7493,1439,91,IN,2025-09-22
7494,1439,-10,OUT,2022-02-22
7495,4266,-5,OUT,2021-07-14
7496,12468,-15,OUT,2021-04-23
7497,6946,-15,OUT,2023-05-05
7498,13317,126,IN,2021-05-29
7499,13317,188,IN,2025-04-15
7500,10243,-61,OUT,2021-05-09
7501,10243,489,IN,2022-04-15
7502,10243,348,IN,2021-09-29
7503,10243,-17,ADJUSTMENT,2021-11-08
7504,18425,-30,OUT,2024-03-17
7505,18425,345,IN,2025-08-31
7506,18425,136,IN,2022-04-24
7507,18425,220,IN,2021-10-18
7508,18425,84,IN,2023-01-21
7509,14660,493,IN,2025-02-16
7510,14660,-51,OUT,2022-11-14
7511,14660,470,IN,2022-04-30
7512,14660,-79,OUT,2023-09-23
7513,14792,-54,OUT,2024-08-31
7514,14792,302,IN,2025-03-13
7515,4239,226,IN,2023-04-29
7516,10420,-17,OUT,2023-12-31
7517,10735,-88,OUT,2025-01-30
7518,10735,299,IN,2022-08-18
7519,10735,87,IN,2025-03-20
7520,19107,-68,OUT,2021-10-15
7521,19107,-98,OUT,2021-03-10
7522,19107,-35,OUT,2021-11-05
7523,19107,465,IN,2021-08-07
7524,19107,259,IN,2022-06-28
7525,8953,146,IN,2024-03-20
7526,8953,-30,OUT,2022-11-04
7527,8953,154,IN,2024-03-08
7528,8953,-34,ADJUSTMENT,2023-02-03
7529,19891,-84,OUT,2022-11-30
7530,19891,-66,OUT,2023-11-16
7531,11782,-85,OUT,2021-01-06
7532,11782,-12,OUT,2021-08-14
7533,11782,-51,OUT,2022-03-03
7534,418,-96,OUT,2023-02-15
7535,418,346,IN,2024-08-28
7536,14070,182,IN,2024-04-18
7537,12470,-71,OUT,2022-06-27
7538,12470,-24,OUT,2024-03-13
7539,12470,16,ADJUSTMENT,2023-01-13
7540,7312,-87,OUT,2022-03-05
7541,7312,46,IN,2024-03-13
7542,7312,-52,OUT,2022-01-23
7543,18342,-4,OUT,2025-11-29
7544,18342,272,IN,2024-05-07
7545,18342,490,IN,2022-12-20
7546,18342,-53,OUT,2021-03-05
7547,9661,247,IN,2024-12-18
7548,9661,-79,OUT,2025-04-10
7549,9661,390,IN,2022-03-05
7550,9661,-28,ADJUSTMENT,2022-01-30
7551,9661,293,IN,2023-07-17
7552,8400,386,IN,2025-02-22
7553,11059,257,IN,2021-08-19
7554,11059,-69,OUT,2022-09-12
7555,11059,-7,OUT,2021-06-03
7556,161,-68,OUT,2025-07-07
7557,161,-12,OUT,2021-03-07
7558,161,-91,OUT,2024-05-15
7559,161,350,IN,2022-09-19
7560,161,265,IN,2021-05-04
7561,16743,28,ADJUSTMENT,2025-11-25
7562,16743,7,ADJUSTMENT,2024-01-16
7563,16743,-72,OUT,2024-11-17
7564,16743,59,IN,2023-07-24
7565,101,-80,OUT,2025-10-02
7566,101,-91,OUT,2022-03-31
7567,101,424,IN,2023-06-01
7568,18663,265,IN,2024-04-16
7569,19067,371,IN,2025-01-25
7570,19067,-49,OUT,2023-09-01
7571,19067,-46,OUT,2025-06-09
7572,19067,-67,OUT,2023-07-30
7573,5175,-19,OUT,2021-04-04
7574,10183,-66,OUT,2022-04-24
7575,15048,260,IN,2022-11-01
7576,15048,312,IN,2023-02-08
7577,15048,356,IN,2024-03-01
7578,15048,96,IN,2023-10-11
7579,9187,371,IN,2023-05-21
7580,9187,-39,OUT,2023-12-03
7581,9187,-42,OUT,2021-08-24
7582,9187,-45,OUT,2021-06-29
7583,9187,206,IN,2022-03-30
7584,1634,-21,OUT,2021-06-09
7585,1634,326,IN,2023-03-18
7586,1634,-25,ADJUSTMENT,2021-07-25
7587,1634,255,IN,2025-05-29
7588,18968,-44,OUT,2022-12-12
7589,18968,-30,OUT,2023-02-19
7590,1,141,IN,2023-09-12
7591,1,-74,OUT,2024-10-12
7592,1,-18,ADJUSTMENT,2021-04-12
7593,1,-27,OUT,2022-05-15
7594,1,-59,OUT,2021-03-24
7595,17308,368,IN,2022-02-18
7596,17308,13,ADJUSTMENT,2023-03-21
7597,10541,124,IN,2022-10-21
7598,11278,470,IN,2022-03-16
7599,11278,15,IN,2023-10-09
7600,14777,-60,OUT,2021-01-02
7601,14777,26,IN,2022-05-26
7602,11264,15,ADJUSTMENT,2024-03-08
7603,11264,21,IN,2022-05-03
7604,5938,43,IN,2021-01-12
7605,5938,35,IN,2021-08-25
7606,5938,-55,OUT,2021-10-23
7607,5938,466,IN,2021-01-26
7608,11786,307,IN,2022-11-25
7609,11786,-76,OUT,2025-02-25
7610,11786,-14,OUT,2023-11-25
7611,11786,7,ADJUSTMENT,2025-04-03
7612,11786,462,IN,2023-09-26
7613,7562,-43,OUT,2021-08-15
7614,7562,393,IN,2024-05-28
7615,7562,-80,OUT,2024-01-01
7616,5363,-82,OUT,2022-03-29
7617,5363,244,IN,2023-07-02
7618,13427,-71,OUT,2025-07-31
7619,13427,94,IN,2024-11-10
7620,13427,-71,OUT,2025-03-23
7621,13427,-16,OUT,2024-12-27
7622,17663,-36,OUT,2023-02-28
7623,17663,42,IN,2021-02-12
7624,17663,412,IN,2022-12-01
7625,17663,445,IN,2024-12-15
7626,17663,-23,OUT,2022-12-17
7627,4457,212,IN,2024-06-04
7628,4457,-61,OUT,2022-08-10
7629,4457,174,IN,2024-10-11
7630,4457,-76,OUT,2024-03-01
7631,5979,-32,OUT,2025-05-25
7632,5979,-84,OUT,2022-02-25
7633,5979,113,IN,2025-03-20
7634,5979,121,IN,2023-06-29
7635,4648,-22,OUT,2022-04-18
7636,4648,313,IN,2024-12-13
7637,4648,-95,OUT,2021-07-10
7638,4648,-37,OUT,2023-01-27
7639,4648,127,IN,2022-04-01
7640,3751,-11,OUT,2023-10-06
7641,3751,-32,ADJUSTMENT,2023-04-25
7642,3751,28,ADJUSTMENT,2021-07-18
7643,8723,-49,OUT,2022-01-05
7644,8723,427,IN,2021-05-08
7645,8723,224,IN,2025-09-23
7646,8723,-15,OUT,2022-12-27
7647,17840,-86,OUT,2025-03-19
7648,17840,429,IN,2022-03-29
7649,17840,-100,OUT,2021-10-28
7650,17840,44,ADJUSTMENT,2025-09-23
7651,17840,129,IN,2024-07-14
7652,19676,490,IN,2025-03-29
7653,19676,22,IN,2021-10-26
7654,19676,368,IN,2022-05-31
7655,19676,495,IN,2021-08-12
7656,19676,-85,OUT,2023-01-25
7657,6196,-92,OUT,2025-04-08
7658,6196,458,IN,2025-10-26
7659,6196,92,IN,2025-04-23
7660,6196,-9,OUT,2025-02-20
7661,6196,-86,OUT,2025-05-10
7662,4066,-7,OUT,2021-01-10
7663,4066,-47,OUT,2021-10-29
7664,4066,146,IN,2025-08-11
7665,4066,156,IN,2023-06-10
7666,4066,430,IN,2024-01-02
7667,8861,-94,OUT,2023-12-16
7668,9302,491,IN,2023-01-03
7669,9302,120,IN,2023-07-01
7670,9302,-76,OUT,2023-08-03
7671,10400,-3,OUT,2025-10-05
7672,10400,-22,OUT,2024-02-04
7673,4970,-79,OUT,2025-01-21
7674,4970,-53,OUT,2022-12-14
7675,4970,204,IN,2022-10-10
7676,16468,-3,OUT,2021-09-15
7677,4807,-22,OUT,2022-03-26
7678,4807,-29,OUT,2023-11-27
7679,4807,-58,OUT,2023-07-06
7680,18064,-21,ADJUSTMENT,2024-04-22
7681,18064,-67,OUT,2021-04-27
7682,18064,78,IN,2021-05-16
7683,18064,196,IN,2022-11-04
7684,8705,-59,OUT,2021-01-11
7685,1786,-35,ADJUSTMENT,2023-01-12
7686,1786,-28,OUT,2021-05-16
7687,1786,-13,ADJUSTMENT,2024-05-20
7688,1786,-93,OUT,2023-08-07
7689,1786,-68,OUT,2023-01-03
7690,12155,-7,OUT,2025-07-23
7691,14861,-75,OUT,2024-12-20
7692,2974,-42,OUT,2023-10-10
7693,2974,83,IN,2021-07-12
7694,2974,3,ADJUSTMENT,2024-06-14
7695,10075,-38,ADJUSTMENT,2024-10-07
7696,10075,96,IN,2021-09-06
