shipping_id,customer_address_id,shipping_status,shipping_cost
10744,338,Delivered,19.96
10745,2625,Delivered,16.83
10746,2966,Shipped,22.3
10747,2116,Shipped,39.87
10748,121,Shipped,5.96
10749,2505,Delivered,44.2
10750,2076,Delivered,41.58
10751,3468,Cancelled,36.7
10752,2544,Delivered,31.48
10753,2846,Delivered,7.26
10754,1753,Delivered,43.47
10755,4519,Delivered,35.85
10756,4803,Delivered,39.1
10757,1903,Shipped,6.63
10758,3297,Shipped,33.77
10759,3633,Delivered,49.15
10760,5927,In Transit,28.69
10761,1009,Delivered,9.74
10762,3365,Delivered,22.57
10763,887,Delivered,44.59
10764,852,Delivered,32.56
10765,5386,Delivered,12.12
10766,3030,Delivered,32.33
10767,3749,Delivered,32.03
10768,5893,Delivered,18.24
10769,2310,Shipped,8.16
10770,1607,In Transit,40.6
10771,3661,Delivered,43.24
10772,4697,Delivered,42.41
10773,6505,Delivered,31.85
10774,1446,Delivered,26.4
10775,3454,Delivered,22.43
10776,1902,Delivered,39.01
10777,5259,Processing,47.23
10778,399,Delivered,33.83
10779,5521,Delivered,20.68
10780,5468,Delivered,48.88
10781,3881,Delivered,8.32
10782,1406,Delivered,9.91
10783,5029,In Transit,17.82
10784,6561,Delivered,26.86
10785,3733,Delivered,22.08
10786,5364,Delivered,21.26
10787,2098,In Transit,36.19
10788,2683,Cancelled,10.79
10789,4904,Delivered,17.21
10790,487,Delivered,26.57
10791,4190,Delivered,31.52
10792,2121,Delivered,19.78
10793,948,Delivered,49.18
10794,3944,Delivered,6.35
10795,1707,Delivered,20.05
10796,3734,Delivered,46.52
10797,6078,Delivered,33.11
10798,350,In Transit,45.6
10799,4871,Delivered,46.66
10800,1431,Delivered,21.97
10801,5799,In Transit,23.17
10802,6562,Delivered,10.45
10803,1892,In Transit,22.41
10804,6521,Delivered,29.57
10805,1876,Cancelled,27.78
10806,814,Delivered,22.59
10807,5704,Delivered,28.37
10808,6563,Delivered,24.07
10809,1966,Cancelled,8.54
10810,5364,Delivered,10.5
10811,5066,Pending,19.56
10812,6307,Delivered,37.62
10813,4931,Delivered,32.45
10814,4015,In Transit,40.55
10815,1313,Delivered,17.55
10816,2604,Delivered,25.37
10817,2547,Delivered,17.27
10818,5168,Delivered,26.62
10819,3418,Delivered,7.74
10820,6277,Delivered,25.7
10821,6564,In Transit,29.73
10822,5071,Delivered,7.47
10823,5472,Delivered,9.07
10824,3711,Delivered,32.49
10825,27,Pending,22.18
10826,6565,Shipped,25.2
10827,1285,Delivered,30.15
10828,1809,Delivered,15.28
10829,4624,Delivered,47.73
10830,4535,Delivered,10.18
10831,5784,Delivered,30.19
10832,6510,Delivered,29.07
10833,6398,Delivered,5.02
10834,5602,Shipped,21.12
10835,287,Delivered,30.91
10836,3911,Delivered,14.7
10837,2973,Cancelled,33.26
10838,56,Delivered,22.72
10839,2539,Delivered,42.69
10840,3271,Delivered,49.99
10841,5185,Delivered,39.72
10842,6566,Delivered,41.45
10843,3534,Cancelled,9.14
10844,5685,Processing,40.0
10845,3441,Delivered,23.15
10846,5471,Delivered,37.9
10847,4809,Delivered,43.29
10848,2695,In Transit,23.17
10849,5544,Delivered,15.19
10850,6127,Delivered,14.34
10851,783,Delivered,15.88
10852,852,Delivered,11.41
10853,5514,Delivered,10.84
10854,4778,Delivered,32.67
10855,5851,In Transit,6.23
10856,2804,Delivered,22.84
10857,138,Delivered,17.46
10858,5637,Delivered,6.36
10859,4054,In Transit,22.74
10860,1194,In Transit,48.0
10861,4589,Delivered,16.55
10862,6567,Shipped,20.14
10863,3534,Delivered,9.9
10864,5291,Delivered,12.67
10865,4744,Delivered,34.35
10866,5341,Delivered,36.53
10867,3091,Delivered,32.71
10868,3473,Shipped,46.3
10869,3714,Pending,5.41
10870,1486,Shipped,35.33
10871,1613,In Transit,5.85
10872,73,Pending,22.34
10873,6568,Delivered,33.48
10874,4221,Delivered,24.18
10875,6157,Delivered,6.77
10876,6102,Delivered,32.05
10877,324,Delivered,13.47
10878,6541,Delivered,19.23
10879,6569,In Transit,5.66
10880,4303,Delivered,47.88
10881,6535,Delivered,33.68
10882,1539,Delivered,36.03
10883,5313,Delivered,11.54
10884,3103,Delivered,23.78
10885,4865,Shipped,34.32
10886,5445,Delivered,25.21
10887,4076,Delivered,47.97
10888,6524,Delivered,43.25
10889,3959,Delivered,15.18
10890,5584,Delivered,24.62
10891,3128,Shipped,18.98
10892,4826,In Transit,9.22
10893,6511,Delivered,40.84
10894,4472,Processing,48.34
10895,4354,Delivered,44.1
10896,1496,Delivered,47.51
10897,4650,Delivered,42.86
10898,985,Processing,39.71
10899,5879,Processing,23.65
10900,1166,Delivered,14.62
10901,2966,Delivered,7.83
10902,6133,Delivered,44.52
10903,3807,Shipped,16.06
10904,5599,Delivered,23.36
10905,5303,Delivered,14.54
10906,6216,Delivered,24.26
10907,65,In Transit,45.39
10908,2944,Shipped,38.65
10909,925,Processing,34.66
10910,6047,Delivered,39.24
10911,5352,Delivered,38.18
10912,3144,Delivered,35.39
10913,6041,Processing,18.62
10914,6518,Delivered,44.27
10915,6570,Delivered,38.92
10916,860,Delivered,36.74
10917,1576,Delivered,32.07
10918,6180,Delivered,35.58
10919,3354,Delivered,49.19
10920,6571,In Transit,41.69
10921,2194,Delivered,13.11
10922,6042,Delivered,48.38
10923,3139,Delivered,42.32
10924,4570,Delivered,43.86
10925,5804,Delivered,34.09
10926,588,Processing,49.54
10927,5090,Delivered,39.14
10928,4639,In Transit,49.96
10929,3625,Delivered,37.02
10930,1992,In Transit,43.11
10931,1068,Delivered,39.41
10932,5743,In Transit,25.84
10933,3690,Delivered,8.97
10934,5629,Delivered,19.28
10935,850,Delivered,44.46
10936,5974,In Transit,11.24
10937,5344,Delivered,39.12
10938,5121,In Transit,19.19
10939,3631,Processing,37.06
10940,6191,Delivered,7.68
10941,1361,Delivered,34.78
10942,1591,Delivered,9.89
10943,1079,Delivered,40.2
10944,5635,In Transit,31.63
10945,1060,Delivered,24.78
10946,5295,In Transit,40.58
10947,4149,In Transit,19.2
10948,255,Cancelled,18.92
10949,5526,In Transit,31.82
10950,1057,Delivered,45.14
10951,2679,Delivered,29.62
10952,5311,Pending,16.44
10953,5947,Shipped,31.3
10954,3709,Delivered,46.0
10955,6442,Delivered,9.84
10956,6280,Cancelled,46.62
10957,5295,In Transit,30.21
10958,5034,Delivered,44.62
10959,999,Pending,13.5
10960,341,Delivered,6.71
10961,2347,Delivered,33.53
10962,1710,Shipped,14.41
10963,639,Delivered,33.02
10964,414,Delivered,11.4
10965,1213,Delivered,35.66
10966,4486,Delivered,21.55
10967,1623,Cancelled,46.78
10968,706,Delivered,41.85
10969,6410,Delivered,18.57
10970,3506,Delivered,22.31
10971,144,Delivered,46.59
10972,5436,Cancelled,14.88
10973,4058,In Transit,15.32
10974,978,In Transit,31.12
10975,2993,Delivered,8.22
10976,3584,Cancelled,20.8
10977,428,Delivered,27.71
10978,3639,Delivered,25.02
10979,3428,Delivered,46.45
10980,2358,Delivered,28.82
10981,626,Delivered,35.55
10982,1406,Delivered,26.7
10983,3925,In Transit,42.37
10984,5581,Shipped,25.06
10985,1955,Processing,35.7
10986,5433,Delivered,32.11
10987,6148,Delivered,21.26
10988,77,Delivered,43.57
10989,2685,Delivered,18.16
10990,4462,Delivered,33.58
10991,6045,Delivered,42.47
10992,1301,Delivered,20.37
10993,3724,Delivered,35.12
10994,653,Delivered,21.97
10995,410,Delivered,45.32
10996,6357,Delivered,25.14
10997,548,Delivered,41.33
10998,2658,Delivered,21.05
10999,2100,Delivered,19.77
11000,1144,Pending,29.85
11001,3722,Delivered,10.95
11002,4311,Delivered,44.87
11003,5060,In Transit,10.71
11004,3126,Delivered,40.69
11005,217,Delivered,7.11
11006,6124,Delivered,17.94
11007,939,Delivered,33.48
11008,4172,In Transit,46.38
11009,2825,Shipped,49.8
11010,2667,Shipped,12.55
11011,3430,In Transit,33.31
11012,6572,In Transit,45.32
11013,4910,In Transit,35.69
11014,596,Delivered,9.56
11015,6326,Delivered,45.9
11016,3816,Pending,38.7
11017,3622,Processing,8.04
11018,1035,Delivered,13.81
11019,4512,Delivered,45.94
11020,4724,Processing,48.67
11021,5758,Delivered,22.77
11022,2867,Shipped,16.37
11023,2389,Cancelled,24.51
11024,5995,Delivered,39.95
11025,2905,In Transit,34.8
11026,1287,Pending,7.98
11027,3756,In Transit,36.25
11028,5144,Delivered,13.23
11029,3510,Cancelled,21.5
11030,368,Delivered,36.83
11031,4081,Delivered,9.79
11032,5696,Delivered,45.28
11033,5363,Pending,5.51
11034,5720,Processing,38.14
11035,3646,In Transit,43.96
11036,6220,Shipped,9.08
11037,301,Pending,30.59
11038,629,Delivered,42.76
11039,2346,Delivered,8.13
11040,995,Delivered,44.43
11041,2562,Delivered,17.05
11042,4254,Pending,29.74
11043,1890,Delivered,18.35
11044,295,Processing,34.85
11045,4161,In Transit,27.08
11046,1121,Delivered,43.31
11047,1019,In Transit,42.65
11048,737,Shipped,17.63
11049,5296,Delivered,22.14
11050,3254,Delivered,7.76
11051,6573,Delivered,33.98
11052,6161,Delivered,25.39
11053,2330,Processing,32.84
11054,3017,Shipped,10.5
11055,3500,Shipped,7.7
11056,391,Delivered,32.36
11057,3807,Delivered,16.57
11058,2703,Delivered,47.48
11059,6432,Shipped,7.09
11060,2042,Processing,9.28
11061,5530,Delivered,20.52
11062,1040,Delivered,25.92
11063,4776,Delivered,24.29
11064,4353,Delivered,33.34
11065,2151,Delivered,21.41
11066,2716,Delivered,44.89
11067,2143,Delivered,15.12
11068,3635,Delivered,44.18
11069,4013,Delivered,31.51
11070,4283,Delivered,17.58
11071,6560,Processing,32.14
11072,6574,Delivered,48.78
11073,2791,Delivered,39.24
11074,6117,Delivered,31.28
11075,3612,Delivered,38.4
11076,4865,Delivered,28.82
11077,5756,Delivered,43.39
11078,3160,Pending,14.77
11079,213,Delivered,5.2
11080,2771,In Transit,14.63
11081,3564,In Transit,14.54
11082,2813,Shipped,41.8
11083,6444,Delivered,40.44
11084,5204,Shipped,5.1
11085,4833,Delivered,47.88
11086,1879,Delivered,20.19
11087,3393,Delivered,14.1
11088,6575,Delivered,32.72
11089,5070,Processing,40.55
11090,501,Delivered,24.1
11091,4076,Shipped,20.37
11092,2393,Shipped,43.42
11093,3595,In Transit,49.38
11094,800,Delivered,13.66
11095,6078,Processing,27.81
11096,1898,Shipped,41.07
11097,5460,In Transit,22.47
11098,6576,Pending,16.17
11099,5514,Processing,39.5
11100,4485,Delivered,47.57
11101,6352,Cancelled,29.9
11102,6395,Cancelled,41.62
11103,385,Delivered,5.59
11104,1973,Delivered,28.2
11105,727,Shipped,36.26
11106,2579,Delivered,39.73
11107,1062,Delivered,18.62
11108,6577,Delivered,15.42
11109,2003,Delivered,19.34
11110,6120,Delivered,25.9
11111,1964,Shipped,9.17
11112,4092,Delivered,9.82
11113,5193,Delivered,9.76
11114,23,Cancelled,45.5
11115,5854,Delivered,43.3
11116,4803,Delivered,49.97
11117,1562,Delivered,48.84
11118,1242,Delivered,10.79
11119,5492,Delivered,46.94
11120,2830,Delivered,42.27
11121,6480,Delivered,8.27
11122,5329,Delivered,5.3
11123,2051,Delivered,23.47
11124,5309,Cancelled,17.33
11125,3439,Shipped,42.42
11126,1823,In Transit,26.27
11127,5611,Delivered,44.37
11128,916,Delivered,24.25
11129,1349,Delivered,13.61
11130,4671,Delivered,48.97
11131,1107,Delivered,19.29
11132,3983,Delivered,22.09
11133,1172,Delivered,30.63
11134,6503,Delivered,37.29
11135,637,Delivered,14.95
11136,6578,Delivered,21.83
11137,2722,Pending,45.52
11138,2506,Cancelled,37.63
11139,3432,Delivered,34.29
11140,2473,Pending,38.28
11141,3100,Delivered,16.93
11142,6231,Delivered,44.68
11143,2762,Processing,34.09
11144,3634,Delivered,24.8
11145,4092,Delivered,8.45
11146,90,Delivered,39.54
11147,447,Delivered,47.57
11148,4913,In Transit,33.4
11149,6400,Delivered,15.06
11150,2560,Delivered,26.94
11151,814,Delivered,20.16
11152,2810,Processing,8.39
11153,3421,Delivered,33.74
11154,5688,Delivered,48.95
11155,5009,Delivered,35.81
11156,3017,Delivered,15.35
11157,4836,Processing,39.81
11158,6414,Delivered,10.66
11159,730,Delivered,35.75
11160,5143,Delivered,48.75
11161,6037,Shipped,5.78
11162,2028,Delivered,38.08
11163,4678,Delivered,19.44
11164,2801,Processing,23.39
11165,6579,Delivered,42.28
11166,6580,Delivered,6.2
11167,5287,Delivered,29.08
11168,1877,Delivered,8.77
11169,6106,In Transit,16.84
11170,546,In Transit,41.71
11171,6581,Delivered,16.24
11172,3264,Cancelled,7.76
11173,2049,Delivered,28.5
11174,3974,Delivered,33.3
11175,1529,In Transit,46.45
11176,6529,Delivered,11.52
11177,1422,Delivered,16.73
11178,6256,Shipped,25.87
11179,5884,Delivered,41.03
11180,5517,Pending,18.06
11181,2734,Delivered,23.32
11182,1820,Delivered,10.87
11183,2382,Delivered,11.3
11184,1691,Delivered,37.82
11185,2427,Delivered,6.09
11186,1270,Delivered,33.73
11187,6230,Delivered,20.1
11188,5101,Delivered,12.6
11189,2266,Delivered,6.82
11190,2391,Delivered,16.92
11191,5478,Delivered,21.99
11192,1580,In Transit,45.76
11193,3485,Shipped,43.77
11194,3933,Shipped,28.45
11195,3371,Delivered,39.58
11196,1314,Delivered,46.02
11197,5877,In Transit,23.11
11198,5415,Shipped,16.52
11199,1414,Delivered,24.9
11200,6474,Delivered,16.35
11201,1123,Delivered,26.04
11202,4422,Delivered,13.19
11203,1399,Delivered,18.65
11204,1698,Delivered,23.05
11205,866,Shipped,47.3
11206,3483,Processing,31.67
11207,867,Delivered,21.68
11208,6579,Delivered,16.14
11209,2795,Delivered,11.46
11210,511,Delivered,19.75
11211,5466,Delivered,6.31
11212,2869,Delivered,19.72
11213,791,Delivered,20.95
11214,5474,Delivered,16.69
11215,4277,Pending,28.69
11216,1322,Delivered,23.72
11217,4954,In Transit,25.68
11218,177,Delivered,15.16
11219,2440,Delivered,10.35
11220,3648,Delivered,7.09
11221,4814,Delivered,15.57
11222,1291,Shipped,17.88
11223,4572,Delivered,46.28
11224,6083,Delivered,46.41
11225,1728,Cancelled,17.91
11226,5420,Delivered,39.06
11227,2939,Pending,22.41
11228,3845,Delivered,13.5
11229,2557,Shipped,16.17
11230,6028,Delivered,24.08
11231,5387,Shipped,19.01
11232,3832,Shipped,16.79
11233,2102,Delivered,39.45
11234,5133,Processing,6.47
11235,6299,Delivered,35.31
11236,3013,Delivered,15.01
11237,4645,Processing,35.62
11238,5796,Delivered,12.62
11239,3119,In Transit,41.87
11240,1913,Delivered,41.23
11241,3502,Cancelled,17.68
11242,3681,Delivered,36.95
11243,4200,Delivered,11.06
11244,107,Delivered,11.1
11245,75,Shipped,27.04
11246,4828,Delivered,19.48
11247,5616,Shipped,49.8
11248,2408,Pending,42.52
11249,4810,Delivered,31.58
11250,62,Delivered,17.68
11251,6582,In Transit,45.95
11252,10,Pending,46.05
11253,2324,Delivered,13.65
11254,4273,Delivered,48.69
11255,5992,Shipped,31.78
11256,1230,Pending,30.48
11257,5780,Delivered,23.11
11258,3013,Delivered,32.23
11259,5044,Delivered,19.66
11260,3171,Delivered,6.48
11261,127,Delivered,16.03
11262,2373,Delivered,19.49
11263,5541,Delivered,33.8
11264,815,Delivered,48.48
11265,928,In Transit,46.8
11266,3126,Delivered,44.54
11267,3549,Delivered,13.03
11268,4437,Delivered,49.44
11269,1591,Delivered,21.43
11270,3161,Shipped,35.11
11271,1186,Delivered,28.66
11272,1698,Delivered,5.61
11273,1051,Delivered,5.0
11274,5429,Delivered,13.78
11275,6583,Delivered,29.58
11276,3967,Delivered,28.58
11277,2266,Delivered,12.21
11278,2406,Shipped,43.12
11279,5229,Cancelled,45.88
11280,3990,Processing,5.45
11281,4503,Delivered,49.33
11282,3222,Delivered,45.48
11283,1985,Delivered,38.21
11284,4665,Delivered,14.23
11285,4527,Delivered,26.03
11286,6401,Shipped,22.62
11287,5467,Delivered,17.11
11288,1375,Processing,49.0
11289,1583,Delivered,31.03
11290,4246,Delivered,25.04
11291,6584,Shipped,35.55
11292,3747,Delivered,38.02
11293,1357,Delivered,12.5
11294,868,Delivered,31.75
11295,5983,Delivered,46.95
11296,5631,Delivered,23.4
11297,4792,In Transit,39.6
11298,5359,Delivered,31.27
11299,1631,Delivered,22.57
11300,5636,Delivered,39.71
11301,5968,Delivered,29.33
11302,6285,Delivered,17.12
11303,3087,Processing,32.41
11304,688,Delivered,11.34
11305,6556,In Transit,15.34
11306,6585,Delivered,21.35
11307,3800,Delivered,20.68
11308,2458,Delivered,11.68
11309,1493,Delivered,14.95
11310,890,Delivered,14.7
11311,2325,Delivered,32.4
11312,6343,Delivered,8.67
11313,637,Cancelled,20.76
11314,4729,Delivered,29.98
11315,2716,Delivered,5.83
11316,3384,Processing,31.42
11317,5176,Delivered,37.38
11318,519,Cancelled,39.11
11319,2843,Delivered,44.39
11320,1583,In Transit,47.07
11321,5657,Delivered,24.29
11322,3011,Shipped,33.22
11323,5227,Delivered,6.9
11324,2003,Delivered,40.13
11325,5236,Delivered,35.7
11326,2424,Delivered,17.37
11327,378,Processing,46.5
11328,5099,Cancelled,8.2
11329,892,Delivered,48.13
11330,2666,In Transit,12.28
11331,2961,Delivered,40.24
11332,6277,In Transit,38.24
11333,6586,Delivered,16.59
11334,4441,Shipped,30.93
11335,3175,Delivered,13.27
11336,2989,Delivered,28.25
11337,800,Delivered,38.08
11338,4837,Delivered,49.1
11339,774,Pending,13.34
11340,3506,Delivered,7.51
11341,6245,Delivered,6.01
11342,2883,Delivered,5.93
11343,6587,Delivered,27.4
11344,2561,Delivered,48.4
11345,4092,Delivered,49.74
11346,5667,Delivered,35.85
11347,719,Delivered,32.76
11348,2395,Delivered,49.75
11349,3556,Delivered,39.17
11350,1950,Pending,23.98
11351,2345,In Transit,35.94
11352,5690,Delivered,41.81
11353,1160,Delivered,5.06
11354,4880,Shipped,34.4
11355,6323,Delivered,40.12
11356,4825,Delivered,11.86
11357,5444,Delivered,18.2
11358,692,Delivered,35.76
11359,3775,Pending,35.53
11360,1303,Delivered,48.79
11361,297,Pending,30.75
11362,246,Delivered,45.33
11363,1635,Delivered,11.25
11364,6446,Processing,40.15
11365,3238,Delivered,47.24
11366,1621,Delivered,26.29
11367,6315,In Transit,12.17
11368,3380,In Transit,26.56
11369,3115,Cancelled,22.39
11370,6588,Delivered,48.07
11371,12,Delivered,28.91
11372,5624,Delivered,10.94
11373,3178,Delivered,6.33
11374,410,Delivered,43.64
11375,1625,Delivered,6.66
11376,2036,In Transit,23.79
11377,3407,Delivered,25.71
11378,1985,Delivered,35.37
11379,5452,Delivered,41.9
11380,6072,Delivered,11.06
11381,3224,Pending,12.06
11382,5420,Delivered,40.14
11383,5185,Delivered,44.4
11384,4307,Delivered,14.67
11385,430,Delivered,24.47
11386,2489,Shipped,34.36
11387,964,Delivered,27.56
11388,2871,Delivered,20.49
11389,2574,Delivered,37.75
11390,1300,Delivered,19.93
11391,2227,Delivered,19.57
11392,3690,Pending,29.33
11393,2297,Delivered,48.04
11394,1707,Cancelled,17.03
11395,4392,Shipped,26.46
11396,832,Delivered,23.04
11397,4363,Shipped,27.96
11398,2384,Processing,7.02
11399,4576,In Transit,20.45
11400,3738,Delivered,33.85
11401,1525,In Transit,16.22
11402,2310,Delivered,32.98
11403,4647,Delivered,31.32
11404,5286,In Transit,48.91
11405,3093,In Transit,25.48
11406,6104,Delivered,10.32
11407,2488,Delivered,21.73
11408,681,In Transit,38.53
11409,5838,Pending,13.81
11410,6489,Delivered,32.15
11411,2549,Processing,9.77
11412,5129,Delivered,9.7
11413,335,Delivered,10.43
11414,3329,Delivered,24.84
11415,1574,Delivered,34.47
11416,5909,Shipped,30.37
11417,6053,Delivered,30.87
11418,2970,In Transit,34.93
11419,245,Shipped,46.9
11420,6309,Delivered,8.45
11421,2150,Cancelled,25.71
11422,2758,Processing,25.79
11423,5073,Delivered,28.39
11424,4944,Delivered,37.12
11425,2734,Delivered,36.37
11426,5331,Shipped,47.34
11427,6551,In Transit,7.32
11428,815,Pending,33.07
11429,2245,Delivered,31.69
11430,5778,Processing,11.99
11431,306,Delivered,16.62
11432,4002,In Transit,30.8
11433,2301,Delivered,16.38
11434,1992,Delivered,48.62
11435,3500,Delivered,26.6
11436,4860,Delivered,28.26
11437,1786,Delivered,37.19
11438,1252,Delivered,22.59
11439,4878,Delivered,36.53
11440,5603,Delivered,26.62
11441,944,Delivered,18.82
11442,5899,Processing,28.56
11443,1639,Processing,18.18
11444,794,Delivered,32.82
11445,3325,Processing,12.32
11446,1972,Delivered,36.24
11447,1367,Delivered,38.12
11448,3818,Delivered,6.25
11449,357,Shipped,34.85
11450,2070,Delivered,23.9
11451,4668,Delivered,36.36
11452,6162,Delivered,7.8
11453,3463,Delivered,49.77
11454,2920,Delivered,46.83
11455,503,Delivered,32.95
11456,990,Delivered,48.58
11457,5503,Delivered,30.8
11458,3901,Processing,44.19
11459,3511,Delivered,12.68
11460,4469,Delivered,15.22
11461,6349,Delivered,15.88
11462,5673,Delivered,9.91
11463,5640,Delivered,36.04
11464,5572,Shipped,46.34
11465,4934,Delivered,38.15
11466,5707,Delivered,49.51
11467,5289,In Transit,37.26
11468,5343,Delivered,41.49
11469,3481,Delivered,7.51
11470,3883,Delivered,18.0
11471,2355,Delivered,27.5
11472,3244,Cancelled,39.46
11473,5152,Delivered,41.49
11474,151,Delivered,39.72
11475,5896,In Transit,45.97
11476,6363,Delivered,10.65
11477,2968,Delivered,14.05
11478,1648,In Transit,7.46
11479,198,Delivered,25.91
11480,5868,Shipped,48.06
11481,2741,Pending,38.46
11482,6525,Delivered,22.12
11483,1500,Delivered,43.39
11484,587,In Transit,42.37
11485,2884,Delivered,14.34
11486,5784,Delivered,5.09
11487,497,Delivered,48.49
11488,2924,In Transit,48.67
11489,852,Delivered,37.61
11490,1535,Delivered,8.32
11491,5803,Delivered,13.07
11492,3716,Delivered,34.88
11493,5088,Delivered,41.52
11494,5924,Delivered,9.26
11495,5628,In Transit,44.41
11496,4311,Delivered,33.79
11497,4410,Delivered,47.62
11498,1204,Shipped,9.29
11499,4330,Delivered,13.91
11500,5603,Pending,27.83
11501,4447,Delivered,37.86
11502,6345,Delivered,19.04
11503,2473,Delivered,22.48
11504,5821,Delivered,38.8
11505,1735,Delivered,49.63
11506,1944,Shipped,34.48
11507,6231,Pending,12.58
11508,3251,Delivered,19.38
11509,1377,Delivered,21.21
11510,5832,Delivered,15.67
11511,6589,Cancelled,45.27
11512,6590,Delivered,49.7
11513,3260,Delivered,5.19
11514,5342,Delivered,28.89
11515,1230,Delivered,26.3
11516,598,In Transit,12.43
11517,6326,Pending,27.8
11518,2520,Delivered,21.83
11519,2155,Cancelled,45.62
11520,4150,Delivered,15.15
11521,5332,Delivered,47.75
11522,5663,Delivered,27.91
11523,2427,Delivered,7.85
11524,575,Delivered,30.04
11525,3698,Delivered,32.56
11526,6506,Delivered,18.37
11527,2262,Pending,31.09
11528,751,Delivered,44.34
11529,1170,Cancelled,26.97
11530,6591,Delivered,42.15
11531,2798,Pending,45.83
11532,5868,Delivered,33.07
11533,4733,Delivered,10.66
11534,4307,Delivered,5.04
11535,3215,In Transit,5.45
11536,4669,Delivered,44.8
11537,2408,Delivered,9.62
11538,301,Delivered,5.7
11539,5023,Delivered,42.74
11540,4273,Delivered,19.55
11541,5838,Cancelled,32.54
11542,10,Delivered,6.75
11543,946,Delivered,29.07
11544,4519,Delivered,31.58
11545,2962,Delivered,38.69
11546,2760,Shipped,12.37
11547,3264,In Transit,13.18
11548,4887,Delivered,5.82
11549,73,Delivered,36.06
11550,3215,Delivered,44.03
11551,6423,Delivered,43.37
11552,2801,Delivered,43.06
11553,1375,Delivered,16.08
11554,535,Processing,20.29
11555,1526,Delivered,35.22
11556,6262,Cancelled,43.03
11557,6561,Pending,11.61
11558,2868,Delivered,42.64
11559,1197,Delivered,9.9
11560,1635,Delivered,14.73
11561,5565,Delivered,35.57
11562,4546,In Transit,39.21
11563,5739,Shipped,37.21
11564,1271,Delivered,17.94
11565,2860,In Transit,11.14
11566,901,Shipped,31.76
11567,5135,Shipped,15.79
11568,1985,Delivered,36.11
11569,867,Pending,7.51
11570,1578,Delivered,13.58
11571,265,Shipped,47.22
11572,2814,Shipped,34.67
11573,1646,Delivered,34.8
11574,598,Delivered,33.83
11575,6526,Delivered,30.52
11576,4197,In Transit,15.5
11577,5493,Delivered,12.28
11578,3955,Delivered,22.13
11579,5320,Delivered,26.81
11580,5710,Delivered,31.48
11581,3746,In Transit,36.33
11582,6250,Delivered,38.09
11583,6271,Delivered,17.86
11584,5407,Cancelled,29.18
11585,5533,Delivered,43.72
11586,6050,Delivered,25.63
11587,367,Processing,14.7
11588,3462,Delivered,17.38
11589,6209,Delivered,5.01
11590,4477,Delivered,31.88
11591,1239,In Transit,45.33
11592,5871,Delivered,7.46
11593,2215,Shipped,13.45
11594,4988,Delivered,48.63
11595,3589,Shipped,42.78
11596,2828,Delivered,8.1
11597,4793,Shipped,46.14
11598,4232,Shipped,13.42
11599,5057,Delivered,19.46
11600,4156,Delivered,29.53
11601,2212,Delivered,25.27
11602,3863,Delivered,29.48
11603,1768,Shipped,36.1
11604,2651,Processing,27.61
11605,3069,Delivered,24.45
11606,3452,Cancelled,12.46
11607,6488,Delivered,47.58
11608,3292,Delivered,13.86
11609,4762,Delivered,8.72
11610,2285,Shipped,46.75
11611,2714,Delivered,12.35
11612,1686,Delivered,49.75
11613,2975,Pending,26.84
11614,4169,Delivered,31.14
11615,6144,Delivered,46.37
11616,6263,Delivered,6.91
11617,3414,In Transit,9.32
11618,116,Delivered,8.35
11619,3820,Shipped,46.6
11620,376,In Transit,49.43
11621,3974,Delivered,21.64
11622,6193,Delivered,6.18
11623,5148,In Transit,34.03
11624,6448,Delivered,36.78
11625,5779,Delivered,36.38
11626,6297,Delivered,17.58
11627,6269,Delivered,36.24
11628,4938,Delivered,13.51
11629,4219,Shipped,25.66
11630,5785,Delivered,46.54
11631,6190,Delivered,29.88
11632,5834,Delivered,44.82
11633,5461,Delivered,14.33
11634,6049,Delivered,27.88
11635,1578,Delivered,21.43
11636,6074,Delivered,37.91
11637,3378,Delivered,32.42
11638,5645,Delivered,39.31
11639,5477,Delivered,38.51
11640,5879,Delivered,26.7
11641,4972,Delivered,7.66
11642,5909,Delivered,13.33
11643,900,In Transit,26.46
11644,3516,Delivered,38.35
11645,6299,Delivered,5.63
11646,6479,Delivered,30.18
11647,6309,Delivered,8.15
11648,997,Delivered,41.6
11649,3329,Delivered,18.41
11650,3496,Delivered,17.83
11651,856,Shipped,38.9
11652,6113,In Transit,32.89
11653,4471,Delivered,16.23
11654,3870,Delivered,34.08
11655,4322,Delivered,6.86
11656,5802,Shipped,22.14
11657,1945,Delivered,42.73
11658,866,Delivered,47.24
11659,164,Shipped,5.03
11660,6319,Delivered,41.84
11661,280,Delivered,21.6
11662,2400,In Transit,35.06
11663,6358,Delivered,33.17
11664,2627,Processing,38.57
11665,5592,Delivered,38.77
11666,90,Shipped,38.25
11667,5646,Processing,18.65
11668,1083,Delivered,24.03
11669,6083,Delivered,23.94
11670,2603,Delivered,6.18
11671,4415,In Transit,30.63
11672,6592,Delivered,7.22
11673,1172,Delivered,23.1
11674,5550,Delivered,16.18
11675,3001,Delivered,17.0
11676,4659,Delivered,42.91
11677,737,Delivered,13.94
11678,6508,Delivered,6.06
11679,5733,Delivered,43.27
11680,3796,Delivered,11.31
11681,5154,Cancelled,8.02
11682,6593,Processing,18.43
11683,2098,Delivered,34.96
11684,6073,Delivered,39.49
11685,2669,Delivered,26.53
11686,6086,Delivered,45.03
